T/K,P/MPa,TC/W m-1 K-1,Data type,Name,SMILES,Normalized SMILES,index,P/bar,RANDOM,IL
303.15,5.0,0.109,Training,1-butyl-1-methyl-piperidinium bis(trifluoromethylsulfonyl)imide,CCCC[N+]1(CCCCC1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1,50,20,1
303.15,10.0,0.1112,Training,1-butyl-1-methyl-piperidinium bis(trifluoromethylsulfonyl)imide,CCCC[N+]1(CCCCC1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1,100,21,1
303.15,20.0,0.1142,Training,1-butyl-1-methyl-piperidinium bis(trifluoromethylsulfonyl)imide,CCCC[N+]1(CCCCC1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1,200,22,1
303.15,30.0,0.1164,Training,1-butyl-1-methyl-piperidinium bis(trifluoromethylsulfonyl)imide,CCCC[N+]1(CCCCC1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1,300,23,1
303.15,40.0,0.1172,Training,1-butyl-1-methyl-piperidinium bis(trifluoromethylsulfonyl)imide,CCCC[N+]1(CCCCC1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1,400,24,1
303.15,50.0,0.118,Training,1-butyl-1-methyl-piperidinium bis(trifluoromethylsulfonyl)imide,CCCC[N+]1(CCCCC1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1,500,25,1
303.15,60.0,0.12,Training,1-butyl-1-methyl-piperidinium bis(trifluoromethylsulfonyl)imide,CCCC[N+]1(CCCCC1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1,600,26,1
303.15,65.0,0.1206,Training,1-butyl-1-methyl-piperidinium bis(trifluoromethylsulfonyl)imide,CCCC[N+]1(CCCCC1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1,650,27,1
313.15,0.1,0.1032,Training,1-butyl-1-methyl-piperidinium bis(trifluoromethylsulfonyl)imide,CCCC[N+]1(CCCCC1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1,1,28,1
313.15,5.0,0.1065,Training,1-butyl-1-methyl-piperidinium bis(trifluoromethylsulfonyl)imide,CCCC[N+]1(CCCCC1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1,50,29,1
313.15,10.0,0.1087,Training,1-butyl-1-methyl-piperidinium bis(trifluoromethylsulfonyl)imide,CCCC[N+]1(CCCCC1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1,100,30,1
313.15,20.0,0.1118,Testing,1-butyl-1-methyl-piperidinium bis(trifluoromethylsulfonyl)imide,CCCC[N+]1(CCCCC1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1,200,31,1
313.15,30.0,0.1139,Training,1-butyl-1-methyl-piperidinium bis(trifluoromethylsulfonyl)imide,CCCC[N+]1(CCCCC1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1,300,32,1
313.15,40.0,0.1147,Training,1-butyl-1-methyl-piperidinium bis(trifluoromethylsulfonyl)imide,CCCC[N+]1(CCCCC1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1,400,33,1
313.15,50.0,0.1178,Training,1-butyl-1-methyl-piperidinium bis(trifluoromethylsulfonyl)imide,CCCC[N+]1(CCCCC1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1,500,34,1
313.15,60.0,0.1198,Training,1-butyl-1-methyl-piperidinium bis(trifluoromethylsulfonyl)imide,CCCC[N+]1(CCCCC1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1,600,35,1
313.15,65.0,0.1198,Testing,1-butyl-1-methyl-piperidinium bis(trifluoromethylsulfonyl)imide,CCCC[N+]1(CCCCC1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1,650,36,1
283.15,0.1,0.1132,Testing,1-butyl-1-methyl-pyrrolidinium bis(trifluoromethylsulfonyl)imide,CCCC[N+]1(CCCC1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2,1,37,2
283.15,5.0,0.1165,Training,1-butyl-1-methyl-pyrrolidinium bis(trifluoromethylsulfonyl)imide,CCCC[N+]1(CCCC1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2,50,38,2
283.15,10.0,0.1175,Training,1-butyl-1-methyl-pyrrolidinium bis(trifluoromethylsulfonyl)imide,CCCC[N+]1(CCCC1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2,100,39,2
283.15,20.0,0.1202,Training,1-butyl-1-methyl-pyrrolidinium bis(trifluoromethylsulfonyl)imide,CCCC[N+]1(CCCC1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2,200,40,2
283.15,30.0,0.1212,Training,1-butyl-1-methyl-pyrrolidinium bis(trifluoromethylsulfonyl)imide,CCCC[N+]1(CCCC1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2,300,41,2
283.15,40.0,0.1212,Training,1-butyl-1-methyl-pyrrolidinium bis(trifluoromethylsulfonyl)imide,CCCC[N+]1(CCCC1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2,400,42,2
283.15,50.0,0.1238,Training,1-butyl-1-methyl-pyrrolidinium bis(trifluoromethylsulfonyl)imide,CCCC[N+]1(CCCC1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2,500,43,2
283.15,60.0,0.1257,Training,1-butyl-1-methyl-pyrrolidinium bis(trifluoromethylsulfonyl)imide,CCCC[N+]1(CCCC1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2,600,44,2
283.15,65.0,0.1259,Training,1-butyl-1-methyl-pyrrolidinium bis(trifluoromethylsulfonyl)imide,CCCC[N+]1(CCCC1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2,650,45,2
293.15,0.1,0.1118,Testing,1-butyl-1-methyl-pyrrolidinium bis(trifluoromethylsulfonyl)imide,CCCC[N+]1(CCCC1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2,1,46,2
293.15,5.0,0.114,Training,1-butyl-1-methyl-pyrrolidinium bis(trifluoromethylsulfonyl)imide,CCCC[N+]1(CCCC1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2,50,47,2
293.15,10.0,0.1154,Training,1-butyl-1-methyl-pyrrolidinium bis(trifluoromethylsulfonyl)imide,CCCC[N+]1(CCCC1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2,100,48,2
293.15,20.0,0.1183,Training,1-butyl-1-methyl-pyrrolidinium bis(trifluoromethylsulfonyl)imide,CCCC[N+]1(CCCC1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2,200,49,2
293.15,30.0,0.1194,Testing,1-butyl-1-methyl-pyrrolidinium bis(trifluoromethylsulfonyl)imide,CCCC[N+]1(CCCC1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2,300,50,2
293.15,40.0,0.1201,Testing,1-butyl-1-methyl-pyrrolidinium bis(trifluoromethylsulfonyl)imide,CCCC[N+]1(CCCC1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2,400,51,2
293.15,50.0,0.1228,Training,1-butyl-1-methyl-pyrrolidinium bis(trifluoromethylsulfonyl)imide,CCCC[N+]1(CCCC1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2,500,52,2
293.15,60.0,0.1259,Training,1-butyl-1-methyl-pyrrolidinium bis(trifluoromethylsulfonyl)imide,CCCC[N+]1(CCCC1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2,600,53,2
293.15,65.0,0.1248,Testing,1-butyl-1-methyl-pyrrolidinium bis(trifluoromethylsulfonyl)imide,CCCC[N+]1(CCCC1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2,650,54,2
303.15,0.1,0.1086,Training,1-butyl-1-methyl-pyrrolidinium bis(trifluoromethylsulfonyl)imide,CCCC[N+]1(CCCC1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2,1,55,2
303.15,5.0,0.1121,Training,1-butyl-1-methyl-pyrrolidinium bis(trifluoromethylsulfonyl)imide,CCCC[N+]1(CCCC1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2,50,56,2
303.15,10.0,0.114,Training,1-butyl-1-methyl-pyrrolidinium bis(trifluoromethylsulfonyl)imide,CCCC[N+]1(CCCC1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2,100,57,2
303.15,20.0,0.1152,Testing,1-butyl-1-methyl-pyrrolidinium bis(trifluoromethylsulfonyl)imide,CCCC[N+]1(CCCC1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2,200,58,2
303.15,30.0,0.1176,Training,1-butyl-1-methyl-pyrrolidinium bis(trifluoromethylsulfonyl)imide,CCCC[N+]1(CCCC1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2,300,59,2
303.15,40.0,0.1212,Training,1-butyl-1-methyl-pyrrolidinium bis(trifluoromethylsulfonyl)imide,CCCC[N+]1(CCCC1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2,400,60,2
303.15,50.0,0.1216,Training,1-butyl-1-methyl-pyrrolidinium bis(trifluoromethylsulfonyl)imide,CCCC[N+]1(CCCC1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2,500,61,2
303.15,60.0,0.1224,Training,1-butyl-1-methyl-pyrrolidinium bis(trifluoromethylsulfonyl)imide,CCCC[N+]1(CCCC1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2,600,62,2
303.15,65.0,0.125,Testing,1-butyl-1-methyl-pyrrolidinium bis(trifluoromethylsulfonyl)imide,CCCC[N+]1(CCCC1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2,650,63,2
313.15,0.1,0.1055,Training,1-butyl-1-methyl-pyrrolidinium bis(trifluoromethylsulfonyl)imide,CCCC[N+]1(CCCC1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2,1,64,2
313.15,5.0,0.1092,Training,1-butyl-1-methyl-pyrrolidinium bis(trifluoromethylsulfonyl)imide,CCCC[N+]1(CCCC1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2,50,65,2
313.15,10.0,0.1131,Training,1-butyl-1-methyl-pyrrolidinium bis(trifluoromethylsulfonyl)imide,CCCC[N+]1(CCCC1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2,100,66,2
313.15,20.0,0.1167,Testing,1-butyl-1-methyl-pyrrolidinium bis(trifluoromethylsulfonyl)imide,CCCC[N+]1(CCCC1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2,200,67,2
313.15,30.0,0.1182,Training,1-butyl-1-methyl-pyrrolidinium bis(trifluoromethylsulfonyl)imide,CCCC[N+]1(CCCC1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2,300,68,2
313.15,40.0,0.1218,Training,1-butyl-1-methyl-pyrrolidinium bis(trifluoromethylsulfonyl)imide,CCCC[N+]1(CCCC1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2,400,69,2
313.15,50.0,0.1223,Training,1-butyl-1-methyl-pyrrolidinium bis(trifluoromethylsulfonyl)imide,CCCC[N+]1(CCCC1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2,500,70,2
313.15,60.0,0.1247,Training,1-butyl-1-methyl-pyrrolidinium bis(trifluoromethylsulfonyl)imide,CCCC[N+]1(CCCC1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2,600,71,2
313.15,65.0,0.124,Training,1-butyl-1-methyl-pyrrolidinium bis(trifluoromethylsulfonyl)imide,CCCC[N+]1(CCCC1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2,650,72,2
283.15,0.1,0.1176,Testing,N-butylpyridinium bis(trifluoromethylsulfonyl)imide,CCCC[N+]1=CC=CC=C1.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3,1,73,3
283.15,5.0,0.1189,Training,N-butylpyridinium bis(trifluoromethylsulfonyl)imide,CCCC[N+]1=CC=CC=C1.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3,50,74,3
283.15,10.0,0.1217,Training,N-butylpyridinium bis(trifluoromethylsulfonyl)imide,CCCC[N+]1=CC=CC=C1.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3,100,75,3
313.15,0.1,0.1237,Training,N-butylpyridinium bis(trifluoromethylsulfonyl)imide,CCCC[N+]1=CC=CC=C1.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3,1,76,3
283.15,0.1,0.1176,Training,triethylsulfonium bis(trifluoromethylsulfonyl)imide,CC[S+](CC)CC.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CC[S+](CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,4,1,77,4
283.15,5.0,0.1189,Training,triethylsulfonium bis(trifluoromethylsulfonyl)imide,CC[S+](CC)CC.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CC[S+](CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,4,50,78,4
